Files will be save in ../data/setup4/2026_06_09/plus0mm\3
"TUE,PYNQRYB,February 2025,1.4"
Motor stopped at zero point
[3.5e+00 1.8e+04 1.0e+03] R^2: -1503.1398539798138
[3.5e+00 1.8e+04 1.0e+03] R^2: -1455.1074774754634
[3.5e+00 1.8e+04 1.0e+03] R^2: -1407.4212786792132
[3.5e+00 1.8e+04 1.0e+03] R^2: -1371.927955296224
[3.5e+00 1.8e+04 1.0e+03] R^2: -1334.065614192649
[3.5e+00 1.8e+04 1.0e+03] R^2: -1289.4980422366384
[3.5e+00 1.8e+04 1.0e+03] R^2: -1246.1902759400164
[3.5e+00 1.8e+04 1.0e+03] R^2: -1207.9830314026165
[3.5e+00 1.8e+04 1.0e+03] R^2: -1170.251786156238
[3.5e+00 1.8e+04 1.0e+03] R^2: -1131.5965353044758
[3.5e+00 1.8e+04 1.0e+03] R^2: -1099.001677424443
[3.5e+00 1.8e+04 1.0e+03] R^2: -1067.290514618226
[3.5e+00 1.8e+04 1.0e+03] R^2: -1036.7785772504028
[3.5e+00 1.8e+04 1.0e+03] R^2: -1001.6017475857262
[3.5e+00 1.8e+04 1.0e+03] R^2: -969.8081406608792
[3.5e+00 1.8e+04 1.0e+03] R^2: -940.2640227443969
[3.5e+00 1.8e+04 1.0e+03] R^2: -912.5736052143852
[3.5e+00 1.8e+04 1.0e+03] R^2: -883.0860688666645
[3.5e+00 1.8e+04 1.0e+03] R^2: -855.6159115824142
[3.5e+00 1.8e+04 1.0e+03] R^2: -830.2186369544852
[3.5e+00 1.8e+04 1.0e+03] R^2: -806.8117398802442
[3.5e+00 1.8e+04 1.0e+03] R^2: -782.0586816047435
[3.5e+00 1.8e+04 1.0e+03] R^2: -758.8911646383839
[3.5e+00 1.8e+04 1.0e+03] R^2: -736.5917409895858
[3.5e+00 1.8e+04 1.0e+03] R^2: -716.3815770844917
[3.5e+00 1.8e+04 1.0e+03] R^2: -695.2811252928379
[3.5e+00 1.8e+04 1.0e+03] R^2: -674.6542952336974
[3.5e+00 1.8e+04 1.0e+03] R^2: -655.6741086606398
[3.5e+00 1.8e+04 1.0e+03] R^2: -637.678351954772
[3.5e+00 1.8e+04 1.0e+03] R^2: -619.8101400834353
[3.5e+00 1.8e+04 1.0e+03] R^2: -601.5546875815037
[3.5e+00 1.8e+04 1.0e+03] R^2: -583.9548328944089
[3.5e+00 1.8e+04 1.0e+03] R^2: -567.0994187318456
[3.5e+00 1.8e+04 1.0e+03] R^2: -551.6357080325155
[3.5e+00 1.8e+04 1.0e+03] R^2: -536.0288036058045
[3.5e+00 1.8e+04 1.0e+03] R^2: -520.6570776939303
[3.5e+00 1.8e+04 1.0e+03] R^2: -506.14034798038995
[3.5e+00 1.8e+04 1.0e+03] R^2: -492.1674506817266
[3.5e+00 1.8e+04 1.0e+03] R^2: -478.6112059660274
[3.5e+00 1.8e+04 1.0e+03] R^2: -465.1266988808748
[3.5e+00 1.8e+04 1.0e+03] R^2: -451.7651527788875
[3.5e+00 1.8e+04 1.0e+03] R^2: -439.53292776120776
[3.5e+00 1.8e+04 1.0e+03] R^2: -427.5562889684855
[3.5e+00 1.8e+04 1.0e+03] R^2: -416.3977154665755
[3.5e+00 1.8e+04 1.0e+03] R^2: -404.563568185688
[3.5e+00 1.8e+04 1.0e+03] R^2: -393.13494030560986
[3.5e+00 1.8e+04 1.0e+03] R^2: -382.5976896570668
[3.5e+00 1.8e+04 1.0e+03] R^2: -371.90012144940215
[3.5e+00 1.8e+04 1.0e+03] R^2: -362.02235399370323
[ 3.50000000e+00 -5.57560563e+04  8.55773968e+03] R^2: -352.51251557729995
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
Optimal not found
[   665.25283603 140372.46555002  34362.38409465] R^2: 0.8310164218528475
[   164.76684512 114698.83811046  30739.93594838] R^2: 0.829650873829292
[6.57677598e+01 9.77927063e+04 2.81006546e+04] R^2: 0.8282827090403286
[3.38547368e+01 8.55494277e+04 2.60209182e+04] R^2: 0.8269256473393133
[2.05507988e+01 7.63315816e+04 2.43369403e+04] R^2: 0.8255699431778043
[1.39084358e+01 6.91093993e+04 2.29301537e+04] R^2: 0.824198083909575
[1.02264768e+01 6.34105701e+04 2.17552411e+04] R^2: 0.8228708782044247
[7.92930732e+00 5.86846159e+04 2.07292573e+04] R^2: 0.8215154835460716
[6.40858476e+00 5.47195029e+04 1.98265133e+04] R^2: 0.8201401841148286
[5.36606701e+00 5.14049283e+04 1.90382368e+04] R^2: 0.8188048364806796
[4.60622547e+00 4.85462687e+04 1.83302930e+04] R^2: 0.8174507351525637
[4.04276050e+00 4.60957104e+04 1.77000001e+04] R^2: 0.8161404031088388
[3.60270666e+00 4.39233951e+04 1.71208069e+04] R^2: 0.8148015076610597
[3.25789316e+00 4.20208672e+04 1.65963073e+04] R^2: 0.8134776118452012
[2.97988533e+00 4.03269826e+04 1.61139369e+04] R^2: 0.812163883210932
[2.75220231e+00 3.88112356e+04 1.56688446e+04] R^2: 0.8108548503584481
[2.56342295e+00 3.74508181e+04 1.52576787e+04] R^2: 0.8095455861264345
[2.40383314e+00 3.62138628e+04 1.48729439e+04] R^2: 0.8082359734323168
[2.26819498e+00 3.50905715e+04 1.45138814e+04] R^2: 0.8069340135965268
[2.15211394e+00 3.40697124e+04 1.41790343e+04] R^2: 0.8056383406664627
[2.05137016e+00 3.31324051e+04 1.38634833e+04] R^2: 0.8043533024851307
[1.96304053e+00 3.22667919e+04 1.35647098e+04] R^2: 0.8030598860322504
[1.88591778e+00 3.14740582e+04 1.32845406e+04] R^2: 0.8017839433876087
[1.81729425e+00 3.07357100e+04 1.30171924e+04] R^2: 0.8005040312679033
[1.75638552e+00 3.00518657e+04 1.27637458e+04] R^2: 0.7992367610138303
[1.70213713e+00 2.94183086e+04 1.25236866e+04] R^2: 0.7979778608522072
[1.65338717e+00 2.88266126e+04 1.22942871e+04] R^2: 0.7967324091088654
[1.60926912e+00 2.82713787e+04 1.20742105e+04] R^2: 0.7954824927478863
[1.56962466e+00 2.77552769e+04 1.18652968e+04] R^2: 0.7942523861176191
[1.53355536e+00 2.72695825e+04 1.16642940e+04] R^2: 0.7930330913579208
[1.50064929e+00 2.68120593e+04 1.14708635e+04] R^2: 0.791817420543452
[1.47071265e+00 2.63831185e+04 1.12858028e+04] R^2: 0.7906125419895167
[1.44327011e+00 2.59775849e+04 1.11069976e+04] R^2: 0.7894222228813685
[1.41804936e+00 2.55937398e+04 1.09341702e+04] R^2: 0.7882374965223018
[1.39494121e+00 2.52321689e+04 1.07681162e+04] R^2: 0.7870630047184489
[1.37368068e+00 2.48895963e+04 1.06073405e+04] R^2: 0.7859123170357978
[1.35402969e+00 2.45643241e+04 1.04516395e+04] R^2: 0.7847587898331205
[1.33585706e+00 2.42546888e+04 1.03001706e+04] R^2: 0.7836228336136651
[1.31906057e+00 2.39607670e+04 1.01535055e+04] R^2: 0.7824928812980378
[1.30345097e+00 2.36795535e+04 1.00100743e+04] R^2: 0.7813735204046615
[1.28899781e+00 2.34120654e+04 9.87087691e+03] R^2: 0.7802614401920918
[1.27561136e+00 2.31568294e+04 9.73506986e+03] R^2: 0.7791740888145928
[1.26322682e+00 2.29141053e+04 9.60327669e+03] R^2: 0.7781007721771848
[1.25167160e+00 2.26808154e+04 9.47383782e+03] R^2: 0.7770291770388497
[1.24098626e+00 2.24581259e+04 9.34743390e+03] R^2: 0.7759887182915907
[1.23104844e+00 2.22447168e+04 9.22372172e+03] R^2: 0.7749523071157332
[1.22180642e+00 2.20396520e+04 9.10214981e+03] R^2: 0.7739265870605752
[1.21325827e+00 2.18430939e+04 8.98281935e+03] R^2: 0.772929318789217
[1.20533100e+00 2.16544849e+04 8.86576335e+03] R^2: 0.7719409490536582
[1.19800338e+00 2.14734226e+04 8.75071758e+03] R^2: 0.7709730279132123
[1.19123801e+00 2.12994032e+04 8.63746894e+03] R^2: 0.7700251156176326
[1.18495809e+00 2.11307558e+04 8.52499507e+03] R^2: 0.7690807974540275
[1.17921146e+00 2.09690892e+04 8.41444420e+03] R^2: 0.768166489616672
[1.17394202e+00 2.08131874e+04 8.30507554e+03] R^2: 0.7672713467112158
[1.16911452e+00 2.06622419e+04 8.19636877e+03] R^2: 0.7663891651670529
[1.16476202e+00 2.05175935e+04 8.08936205e+03] R^2: 0.7655431093092906
[1.16083252e+00 2.03778336e+04 7.98309015e+03] R^2: 0.7647184261083871
[1.15730183e+00 2.02426265e+04 7.87743107e+03] R^2: 0.7639075503709164
[1.15416095e+00 2.01109281e+04 7.77136882e+03] R^2: 0.7631135234700583
[1.15143225e+00 1.99841602e+04 7.66615715e+03] R^2: 0.7623532212916482
[1.14908711e+00 1.98616398e+04 7.56137181e+03] R^2: 0.7616139690103838
[1.14711617e+00 1.97422963e+04 7.45598237e+03] R^2: 0.7608907576437832
[1.14554258e+00 1.96269754e+04 7.35064480e+03] R^2: 0.7602030990285984
[1.14434088e+00 1.95147491e+04 7.24465875e+03] R^2: 0.7595294350418917
[1.14352826e+00 1.94060109e+04 7.13827772e+03] R^2: 0.7588825661542351
[1.14310932e+00 1.93014961e+04 7.03225598e+03] R^2: 0.7582733918545753
[1.14308035e+00 1.92000917e+04 6.92548911e+03] R^2: 0.7576868213231615
[1.14345676e+00 1.91012585e+04 6.81728698e+03] R^2: 0.7571187421259498
[1.14421004e+00 1.90077140e+04 6.71086511e+03] R^2: 0.7565950206800669
[1.14534117e+00 1.89181448e+04 6.60487737e+03] R^2: 0.7560990930930116
[1.14686209e+00 1.88316579e+04 6.49832008e+03] R^2: 0.7556179104518198
[1.14870306e+00 1.87509362e+04 6.39478981e+03] R^2: 0.7551799363642047
[1.15083020e+00 1.86753507e+04 6.29402322e+03] R^2: 0.7547681666797156
[1.15318657e+00 1.86052561e+04 6.19701070e+03] R^2: 0.754381873981976
[1.15569815e+00 1.85412219e+04 6.10511260e+03] R^2: 0.7540272119581913
[1.15827711e+00 1.84835108e+04 6.01948158e+03] R^2: 0.753703725768002
[1.16094328e+00 1.84303748e+04 5.93809150e+03] R^2: 0.7533905063535125
[1.16354716e+00 1.83833956e+04 5.86403230e+03] R^2: 0.753109917334446
[1.16605735e+00 1.83418387e+04 5.79679867e+03] R^2: 0.7528571323586366
[1.16852717e+00 1.83039361e+04 5.73400760e+03] R^2: 0.7526113316303666
[1.17089883e+00 1.82699266e+04 5.67642419e+03] R^2: 0.7523814969497546
[1.17312344e+00 1.82398875e+04 5.62454631e+03] R^2: 0.7521755061291673
[1.17523152e+00 1.82129051e+04 5.57710257e+03] R^2: 0.751984474227579
[1.17722304e+00 1.81885319e+04 5.53360357e+03] R^2: 0.7518041141567924
[1.17909735e+00 1.81666503e+04 5.49389159e+03] R^2: 0.7516410282493451
[1.18082701e+00 1.81472471e+04 5.45817859e+03] R^2: 0.751497866548352
[1.18246256e+00 1.81294667e+04 5.42510633e+03] R^2: 0.7513607301985789
[1.18401817e+00 1.81131095e+04 5.39431636e+03] R^2: 0.7512306076345454
[1.18544921e+00 1.80985183e+04 5.36654306e+03] R^2: 0.7511170371125507
[1.18680537e+00 1.80850780e+04 5.34069354e+03] R^2: 0.7510104015199115
[1.18810780e+00 1.80725118e+04 5.31628478e+03] R^2: 0.7509069733094935
[1.18933054e+00 1.80610106e+04 5.29373210e+03] R^2: 0.750812306909936
[1.19044816e+00 1.80507457e+04 5.27342149e+03] R^2: 0.750731546460106
[1.19151275e+00 1.80411833e+04 5.25433949e+03] R^2: 0.7506551583117917
[1.19253225e+00 1.80322200e+04 5.23630465e+03] R^2: 0.7505820273184245
[1.19347624e+00 1.80240093e+04 5.21974179e+03] R^2: 0.7505149888876641
[1.19436910e+00 1.80164637e+04 5.20432290e+03] R^2: 0.750455567504211
[1.19520416e+00 1.80095386e+04 5.19006415e+03] R^2: 0.7504023417990807
[1.19598720e+00 1.80030801e+04 5.17676494e+03] R^2: 0.7503516553415047
[1.19675285e+00 1.79969462e+04 5.16395788e+03] R^2: 0.7503033348444316
[1.19744129e+00 1.79914470e+04 5.15248901e+03] R^2: 0.750261969082695
[1.19811269e+00 1.79862404e+04 5.14146999e+03] R^2: 0.7502231023140945
[1.19869856e+00 1.79816941e+04 5.13187718e+03] R^2: 0.7501922818060291
[1.19927484e+00 1.79773600e+04 5.12258289e+03] R^2: 0.7501629968046654
[1.19981788e+00 1.79732579e+04 5.11383083e+03] R^2: 0.7501341844033402
[1.20031610e+00 1.79696203e+04 5.10592667e+03] R^2: 0.7501118567822692
[1.20075459e+00 1.79663860e+04 5.09895808e+03] R^2: 0.7500933959170446
[1.20119266e+00 1.79631960e+04 5.09204570e+03] R^2: 0.7500736128417194
[1.20159756e+00 1.79603567e+04 5.08576129e+03] R^2: 0.7500583319898502
[1.20195977e+00 1.79577747e+04 5.08011593e+03] R^2: 0.7500448161434727
[1.20229553e+00 1.79554079e+04 5.07491513e+03] R^2: 0.7500330886635332
[1.20262922e+00 1.79531568e+04 5.06983933e+03] R^2: 0.7500222072156855
[1.20288327e+00 1.79513973e+04 5.06594453e+03] R^2: 0.7500163787741837
[1.20314577e+00 1.79495994e+04 5.06194340e+03] R^2: 0.7500090093174164
[1.20337338e+00 1.79480548e+04 5.05849162e+03] R^2: 0.7500038703625931
[1.20356885e+00 1.79468119e+04 5.05559949e+03] R^2: 0.7500016149984414
[1.20374904e+00 1.79456064e+04 5.05288932e+03] R^2: 0.7499986776514067
[1.20390292e+00 1.79445847e+04 5.05058460e+03] R^2: 0.7499969040015635
[1.20401707e+00 1.79438304e+04 5.04888008e+03] R^2: 0.7499968698319323
[1.20412164e+00 1.79432183e+04 5.04738352e+03] R^2: 0.7499975444999726
[1.20420059e+00 1.79426987e+04 5.04620938e+03] R^2: 0.7499981525586787
[1.20424355e+00 1.79424121e+04 5.04556826e+03] R^2: 0.7499996315851021
[1.20426819e+00 1.79422435e+04 5.04519766e+03] R^2: 0.7500012048069516
[1.20429246e+00 1.79420792e+04 5.04483449e+03] R^2: 0.7500023994290592
[1.20429347e+00 1.79421349e+04 5.04486809e+03] R^2: 0.7500039117238797
[1.20426399e+00 1.79423017e+04 5.04528299e+03] R^2: 0.7500051909664
[1.20421794e+00 1.79425695e+04 5.04593605e+03] R^2: 0.7500061799950173
[1.20414791e+00 1.79429819e+04 5.04693247e+03] R^2: 0.7500067373363267
[1.20405111e+00 1.79435539e+04 5.04831030e+03] R^2: 0.750006612656723
[1.20394775e+00 1.79441625e+04 5.04977871e+03] R^2: 0.7500060205009871
[1.20383075e+00 1.79448495e+04 5.05143826e+03] R^2: 0.7500047762112375
[1.20370055e+00 1.79456829e+04 5.05333627e+03] R^2: 0.7500022922715027
[1.20354380e+00 1.79465950e+04 5.05555069e+03] R^2: 0.7499990451345098
[1.20337924e+00 1.79475486e+04 5.05787128e+03] R^2: 0.7499951211201517
[1.20319708e+00 1.79486005e+04 5.06043610e+03] R^2: 0.7499899798729565
[1.20299294e+00 1.79497753e+04 5.06330591e+03] R^2: 0.7499832067581428
[1.20276897e+00 1.79510597e+04 5.06644999e+03] R^2: 0.749974737056391
[1.20253942e+00 1.79523706e+04 5.06966738e+03] R^2: 0.7499654953793148
[1.20229540e+00 1.79537589e+04 5.07308244e+03] R^2: 0.7499547481654023
[1.20202834e+00 1.79552730e+04 5.07681523e+03] R^2: 0.7499416011069131
[1.20175554e+00 1.79568838e+04 5.08067475e+03] R^2: 0.7499260545647439
[1.20148480e+00 1.79584050e+04 5.08444723e+03] R^2: 0.7499118682070993
[1.20117157e+00 1.79601602e+04 5.08880779e+03] R^2: 0.7498927275239535
[1.20084375e+00 1.79619914e+04 5.09336697e+03] R^2: 0.7498714025538835
[1.20053098e+00 1.79637322e+04 5.09771208e+03] R^2: 0.7498514830787812
[1.20019748e+00 1.79655827e+04 5.10234079e+03] R^2: 0.7498285429163913
[1.19984288e+00 1.79675448e+04 5.10725847e+03] R^2: 0.7498022925680609
[1.19947399e+00 1.79695802e+04 5.11237062e+03] R^2: 0.7497735010998414
[1.19910956e+00 1.79715850e+04 5.11741707e+03] R^2: 0.749744898510649
[1.19872532e+00 1.79736933e+04 5.12273462e+03] R^2: 0.7497127525342229
[1.19831042e+00 1.79759647e+04 5.12847388e+03] R^2: 0.7496749795371068
[1.19792920e+00 1.79781167e+04 5.13379491e+03] R^2: 0.7496398837014292
[1.19751317e+00 1.79803812e+04 5.13954288e+03] R^2: 0.7496008667725007
[1.19706712e+00 1.79828046e+04 5.14570417e+03] R^2: 0.7495556729693824
[1.19664447e+00 1.79850955e+04 5.15154032e+03] R^2: 0.7495143678801119
[1.19621708e+00 1.79874070e+04 5.15744012e+03] R^2: 0.7494716184249386
[1.19575165e+00 1.79899201e+04 5.16386435e+03] R^2: 0.7494206082402028
[1.19528546e+00 1.79924329e+04 5.17029867e+03] R^2: 0.7493688058846741
[1.19482678e+00 1.79949006e+04 5.17662857e+03] R^2: 0.7493180010098637
[1.19434229e+00 1.79975033e+04 5.18331502e+03] R^2: 0.7492608660494227
[1.19385419e+00 1.80001215e+04 5.19005200e+03] R^2: 0.7492022376526762
[1.19336471e+00 1.80027433e+04 5.19680860e+03] R^2: 0.7491426265099818
[1.19285021e+00 1.80054960e+04 5.20391232e+03] R^2: 0.749076257299752
[1.19232423e+00 1.80083071e+04 5.21117675e+03] R^2: 0.749006251973968
[1.19181579e+00 1.80110213e+04 5.21820112e+03] R^2: 0.7489399898462015
[1.19129875e+00 1.80137784e+04 5.22534627e+03] R^2: 0.748870815011611
[1.19075863e+00 1.80166563e+04 5.23281361e+03] R^2: 0.7487947392604988
[1.19022165e+00 1.80195151e+04 5.24024086e+03] R^2: 0.7487187514525351
[1.18967973e+00 1.80223980e+04 5.24774004e+03] R^2: 0.7486406177506907
[1.18914648e+00 1.80253017e+04 5.25517034e+03] R^2: 0.748560105409044
[1.18857946e+00 1.80283135e+04 5.26302471e+03] R^2: 0.7484731643332734
[1.18800896e+00 1.80313428e+04 5.27093281e+03] R^2: 0.7483843212259551
[1.18744153e+00 1.80343546e+04 5.27880373e+03] R^2: 0.748295559973784
[1.18687515e+00 1.80373599e+04 5.28666562e+03] R^2: 0.7482062712221711
[1.18629281e+00 1.80404494e+04 5.29475514e+03] R^2: 0.7481111040742587
[1.18570327e+00 1.80435769e+04 5.30295144e+03] R^2: 0.7480127109981518
[1.18511543e+00 1.80466953e+04 5.31113121e+03] R^2: 0.7479139574844413
[1.18452664e+00 1.80498188e+04 5.31933117e+03] R^2: 0.7478139765775216
[1.18392208e+00 1.80530265e+04 5.32775872e+03] R^2: 0.7477077128975302
[1.18331569e+00 1.80562448e+04 5.33622009e+03] R^2: 0.7475998445382612
[1.18271808e+00 1.80594172e+04 5.34456707e+03] R^2: 0.7474940714160027
[1.18210764e+00 1.80626588e+04 5.35310180e+03] R^2: 0.7473827925076841
[1.18148513e+00 1.80659661e+04 5.36181474e+03] R^2: 0.7472661195447907
[1.18086857e+00 1.80692436e+04 5.37045409e+03] R^2: 0.747150603463187
[1.18025814e+00 1.80724900e+04 5.37901679e+03] R^2: 0.7470363365350741
[1.17963072e+00 1.80758289e+04 5.38782790e+03] R^2: 0.7469146444092942
[1.17899537e+00 1.80792126e+04 5.39676137e+03] R^2: 0.7467888081469356
[1.17836932e+00 1.80825494e+04 5.40557467e+03] R^2: 0.746665509341212
[1.17774196e+00 1.80858957e+04 5.41441725e+03] R^2: 0.7465406130441554
[1.17710312e+00 1.80893064e+04 5.42343302e+03] R^2: 0.7464100316395192
[1.17646983e+00 1.80926907e+04 5.43238205e+03] R^2: 0.7462805670163069
[1.17583517e+00 1.80960855e+04 5.44136194e+03] R^2: 0.7461494202454124
[1.17520046e+00 1.80994839e+04 5.45035433e+03] R^2: 0.746017115903679
[1.17455315e+00 1.81029539e+04 5.45953780e+03] R^2: 0.7458783592525609
[1.17393691e+00 1.81063296e+04 5.46833739e+03] R^2: 0.7457457841875248
[1.17328288e+00 1.81098426e+04 5.47764069e+03] R^2: 0.7456017921268316
[1.17262355e+00 1.81133889e+04 5.48703322e+03] R^2: 0.7454542235871844
[1.17198442e+00 1.81168310e+04 5.49615094e+03] R^2: 0.7453143357686849
[1.17133087e+00 1.81203557e+04 5.50548816e+03] R^2: 0.7451668125595082
[1.17066681e+00 1.81239426e+04 5.51499000e+03] R^2: 0.7450132308667183
[1.17001392e+00 1.81274745e+04 5.52434636e+03] R^2: 0.7448634831070442
[1.16935822e+00 1.81310272e+04 5.53375752e+03] R^2: 0.7447111458754229
[1.16870041e+00 1.81345970e+04 5.54321354e+03] R^2: 0.7445565186901054
[1.16804837e+00 1.81381411e+04 5.55260112e+03] R^2: 0.7444032973104677
[1.16739594e+00 1.81416932e+04 5.56200892e+03] R^2: 0.7442485769554963
[1.16673718e+00 1.81452859e+04 5.57152305e+03] R^2: 0.7440894792714048
[1.16606052e+00 1.81489833e+04 5.58131217e+03] R^2: 0.7439201810923863
[1.16539064e+00 1.81526509e+04 5.59101971e+03] R^2: 0.7437528407982535
[1.16472924e+00 1.81562789e+04 5.60062034e+03] R^2: 0.7435883303076191
[1.16405825e+00 1.81599668e+04 5.61037675e+03] R^2: 0.7434175465132999
[1.16338164e+00 1.81636935e+04 5.62023217e+03] R^2: 0.7432423988320399
[1.16271483e+00 1.81673739e+04 5.62996172e+03] R^2: 0.7430708534021571
[1.16204048e+00 1.81711039e+04 5.63981871e+03] R^2: 0.742893880157219
[1.16137789e+00 1.81747766e+04 5.64952060e+03] R^2: 0.7427216064217266
[1.16070154e+00 1.81785340e+04 5.65944168e+03] R^2: 0.7425405059585073
[1.16002358e+00 1.81823090e+04 5.66940438e+03] R^2: 0.742356985846326
[1.15936774e+00 1.81859689e+04 5.67905931e+03] R^2: 0.7421838774125853
[1.15869382e+00 1.81897383e+04 5.68899794e+03] R^2: 0.7419994089305597
[1.15802054e+00 1.81935131e+04 5.69894552e+03] R^2: 0.7418137077026954
[1.15735210e+00 1.81972697e+04 5.70883970e+03] R^2: 0.7416291199201441
[1.15668047e+00 1.82010534e+04 5.71879954e+03] R^2: 0.741441135315649
[1.15601545e+00 1.82048089e+04 5.72867935e+03] R^2: 0.7412552985955907
[1.15536508e+00 1.82084902e+04 5.73835889e+03] R^2: 0.7410761698272167
[1.15472308e+00 1.82122035e+04 5.74797576e+03] R^2: 0.7408928006062202
[1.15405471e+00 1.82160037e+04 5.75795819e+03] R^2: 0.7407002577148694
[1.15339712e+00 1.82197519e+04 5.76779759e+03] R^2: 0.7405123871099238
[1.15273353e+00 1.82235439e+04 5.77774532e+03] R^2: 0.7403193332285002
[1.15206705e+00 1.82273623e+04 5.78775517e+03] R^2: 0.7401228752727718
