,"Position, steps","Sharpness, -"
0,0.0,0.32281057825836657
1,500.0,0.32500505415324416
2,1000.0,0.31902313482209693
3,1500.0,0.31717097724378085
4,2000.0,0.31713247380451753
5,2500.0,0.3138604705784466
6,3000.0,0.3142922148164994
7,3500.0,0.31437541219741616
8,4000.0,0.3112481429294995
9,4500.0,0.30949285053747405
10,5000.0,0.30989095362272934
11,5500.0,0.3103399565127761
12,6000.0,0.3123346369367751
13,6500.0,0.31446543809708677
14,7000.0,0.31141418628171497
15,7500.0,0.31337637884087227
16,8000.0,0.3231069150966154
17,8500.0,0.32099856062436327
18,9000.0,0.32668286609181973
19,9500.0,0.33579106135753906
20,10000.0,0.34780352466057884
21,10500.0,0.36300564963559606
22,11000.0,0.3754531424937007
23,11500.0,0.40099968919951806
24,12000.0,0.418952029367486
25,12500.0,0.4636828802194125
26,13000.0,0.4971253610747052
27,13500.0,0.5780368162593036
28,14000.0,0.6619528969729721
29,14500.0,0.7751899121683747
30,15000.0,0.9143994781874624
31,15500.0,1.0473845163404734
32,16000.0,1.2283644077318159
33,16500.0,1.3193560277456644
34,17000.0,1.3902365726096115
35,17500.0,1.413103593935939
36,18000.0,1.392436002169989
37,18500.0,1.3299550531905724
38,19000.0,1.2752366572971596
39,19500.0,1.2083266557067518
40,20000.0,1.1212236449023045
41,20500.0,1.0423229534083869
42,21000.0,0.9516250197217726
43,21500.0,0.8648923228466254
44,22000.0,0.8064229330096276
45,22500.0,0.7350319074089016
46,23000.0,0.6934427515692605
47,23500.0,0.6715207978143347
48,24000.0,0.6574209115561768
49,24500.0,0.6488356849785479
50,25000.0,0.643149097731936
51,25500.0,0.63579757056795
52,26000.0,0.6216987819636249
53,26500.0,0.6134359879026049
54,27000.0,0.598379908812734
55,27500.0,0.5931472378087506
56,28000.0,0.5892962337081538
57,28500.0,0.5888705370240351
58,29000.0,0.5862738330041325
59,29500.0,0.5845498208139259
60,30000.0,0.5821302084231774
61,30500.0,0.576766300847058
62,31000.0,0.5697527455043011
63,31500.0,0.5671493215378063
64,32000.0,0.5556018702986272
65,32500.0,0.5424710795434556
66,33000.0,0.5292726072910537
67,33500.0,0.5159533550899824
68,34000.0,0.5072492128510439
69,34500.0,0.5024718210903568
70,35000.0,0.4972451203658291
71,35500.0,0.48932926553436346
72,36000.0,0.47967929403865234
73,36500.0,0.47407786360959125
74,37000.0,0.4686699371287753
75,37500.0,0.455407425344501
76,38000.0,0.44775334948727247
77,38500.0,0.4429554114624328
78,39000.0,0.43756936133759144
79,39500.0,0.429078550997009
80,40000.0,0.4188143937872722
81,40500.0,0.40638678747535134
82,41000.0,0.39984821556375216
83,41500.0,0.39375847265267344
84,42000.0,0.3837549742488872
85,42500.0,0.375923439318273
86,43000.0,0.36674880179410313
87,43500.0,0.356545756754819
88,44000.0,0.3449142673399777
89,44500.0,0.3388733318790635
90,45000.0,0.33581874619756175
91,45500.0,0.3322505930568362
92,46000.0,0.3270463447318496
93,46500.0,0.3241000374937019
94,47000.0,0.32061965026582157
95,47500.0,0.31955331221123856
96,48000.0,0.321271995054609
97,48500.0,0.31868800733199276
98,49000.0,0.31725736750012806
99,49500.0,0.3182802790131384
100,50000.0,0.31942691403848056
101,50500.0,0.31869680189043575
102,51000.0,0.3142596410804701
103,51500.0,0.3099107414934709
104,52000.0,0.30915516041580293
105,52500.0,0.309227229442978
106,53000.0,0.30711102835103243
107,53500.0,0.306045776844814
108,54000.0,0.3007618895617669
109,54500.0,0.29969981183729594
110,55000.0,0.30349063151150496
111,55500.0,0.3056197421050555
112,56000.0,0.31696952191007116
113,56500.0,0.34665237387919995
114,57000.0,0.39136596209990193
